epoch;categorical_accuracy;f1-score;iou_score;loss;lr;val_categorical_accuracy;val_f1-score;val_iou_score;val_loss
39;0.07768499106168747;0.9423577785491943;0.891943097114563;0.05939989909529686;0.00020000001;0.05200613662600517;0.9103239178657532;0.8367072343826294;0.09150886535644531
40;0.07484915107488632;0.9455123543739319;0.8976104855537415;0.05618992820382118;0.00020000001;0.055774565786123276;0.9107592701911926;0.8375676870346069;0.09127544611692429
41;0.09395036846399307;0.9480797052383423;0.9021762013435364;0.05352975055575371;0.00020000001;0.13289174437522888;0.9097350239753723;0.8356252312660217;0.09199361503124237
42;0.09191175550222397;0.9471720457077026;0.9005981683731079;0.054584283381700516;0.00020000001;0.14073649048805237;0.9110499620437622;0.837906539440155;0.09094186127185822
43;0.08562733232975006;0.9519453048706055;0.9092370271682739;0.04990711063146591;4.0000003e-05;0.09857621043920517;0.9167371988296509;0.8475175499916077;0.08497802168130875
44;0.08137281984090805;0.9567512273788452;0.917891263961792;0.04497162625193596;4.0000003e-05;0.09289821237325668;0.9173024296760559;0.8484780788421631;0.08452946692705154
45;0.08287043124437332;0.9558924436569214;0.9164585471153259;0.04585014283657074;4.0000003e-05;0.09588228911161423;0.9175583124160767;0.8488709330558777;0.08418364822864532
46;0.07699399441480637;0.9570526480674744;0.9184759259223938;0.04486749693751335;4.0000003e-05;0.07726681977510452;0.9186554551124573;0.850762128829956;0.08325657248497009
47;0.07582023739814758;0.9562443494796753;0.9170413017272949;0.04583614692091942;4.0000003e-05;0.07973332703113556;0.9179352521896362;0.8495409488677979;0.08412431925535202
48;0.07340988516807556;0.9582248330116272;0.9207002520561218;0.043630681931972504;4.0000003e-05;0.13097307085990906;0.9185457825660706;0.850572943687439;0.08340807259082794
49;0.06937985867261887;0.9574062824249268;0.9191343784332275;0.044501595199108124;4.0000003e-05;0.08021397888660431;0.9189164638519287;0.8512192368507385;0.08283685892820358
50;0.07113510370254517;0.9574503898620605;0.9191392064094543;0.04447736591100693;4.0000003e-05;0.05978639796376228;0.9187835454940796;0.8509582877159119;0.08304356038570404
51;0.07143108546733856;0.9554010033607483;0.9154658317565918;0.04661087319254875;4.0000003e-05;0.06853017210960388;0.9188587665557861;0.8511233925819397;0.0828627422451973
52;0.0770113542675972;0.9603594541549683;0.9245691299438477;0.041562482714653015;4.0000003e-05;0.099639892578125;0.9198050498962402;0.8527070879936218;0.08220300078392029
53;0.07343219220638275;0.9609037637710571;0.9255399703979492;0.04108118265867233;4.0000003e-05;0.06928868591785431;0.9192734360694885;0.8518563508987427;0.08251290023326874
54;0.07683421671390533;0.9609366059303284;0.9256041049957275;0.04096858203411102;4.0000003e-05;0.06894659250974655;0.9194924831390381;0.8521999716758728;0.08223877847194672
55;0.0753927007317543;0.962185800075531;0.9279614686965942;0.03969748318195343;4.0000003e-05;0.0854039341211319;0.919234573841095;0.8518101572990417;0.08269793540239334
56;0.07346275448799133;0.9610971212387085;0.9259742498397827;0.04088641703128815;4.0000003e-05;0.061803754419088364;0.9195009469985962;0.8521853685379028;0.08223811537027359
57;0.072153240442276;0.9607353210449219;0.9252811074256897;0.04119362682104111;4.0000003e-05;0.07066960632801056;0.9197578430175781;0.8525967597961426;0.08196969330310822
58;0.07371775060892105;0.9623408913612366;0.928115725517273;0.03963856399059296;4.0000003e-05;0.052862104028463364;0.9201820492744446;0.8533390760421753;0.08175807446241379
59;0.07262948900461197;0.9624137878417969;0.9284074306488037;0.039523895829916;4.0000003e-05;0.0552973598241806;0.9200939536094666;0.8531427979469299;0.0818278044462204
60;0.07083046436309814;0.961086094379425;0.9258729815483093;0.04099063575267792;4.0000003e-05;0.06975481659173965;0.9201233983039856;0.8532509803771973;0.0818626806139946
61;0.0677594393491745;0.9627144932746887;0.9288490414619446;0.03936053812503815;4.0000003e-05;0.06927859038114548;0.9202736616134644;0.8535053730010986;0.08148369938135147
62;0.07267448306083679;0.9646608233451843;0.9324651956558228;0.037288784980773926;4.0000003e-05;0.06978040933609009;0.9205538630485535;0.8539703488349915;0.08139945566654205
63;0.07638940960168839;0.9646795988082886;0.9325001835823059;0.037242211401462555;4.0000003e-05;0.0838165283203125;0.920265257358551;0.8534596562385559;0.0817253366112709
64;0.08154937624931335;0.9651576280593872;0.9334561228752136;0.03687010705471039;4.0000003e-05;0.08991044759750366;0.9208377599716187;0.8544624447822571;0.0812176987528801
65;0.07366953045129776;0.9651291966438293;0.9333335757255554;0.03684733808040619;4.0000003e-05;0.07148865610361099;0.9205053448677063;0.8539301753044128;0.08123758435249329
66;0.07447242736816406;0.966057300567627;0.9349822998046875;0.035860177129507065;4.0000003e-05;0.08034441620111465;0.9216549396514893;0.855917751789093;0.08047667145729065
67;0.07638197392225266;0.966414749622345;0.935779869556427;0.035572923719882965;4.0000003e-05;0.06316498667001724;0.9211061000823975;0.8549114465713501;0.08056438714265823
68;0.06883396208286285;0.9655110239982605;0.9340314865112305;0.0364176370203495;4.0000003e-05;0.053791169077157974;0.9212499856948853;0.8551840782165527;0.08045214414596558
69;0.0647980123758316;0.9653254747390747;0.9337594509124756;0.03669225797057152;4.0000003e-05;0.062169719487428665;0.922069251537323;0.8565597534179688;0.08010541647672653
70;0.06757672876119614;0.9661166071891785;0.9352110028266907;0.035831015557050705;4.0000003e-05;0.10224520415067673;0.9209064841270447;0.8546561002731323;0.0809154212474823
71;0.07145681232213974;0.9648798704147339;0.9329572916030884;0.03714080527424812;4.0000003e-05;0.05085016041994095;0.9204531311988831;0.8538644909858704;0.08150848746299744
72;0.07659056037664413;0.9675509929656982;0.9379017949104309;0.034495677798986435;4.0000003e-05;0.06311158090829849;0.9213331937789917;0.85528564453125;0.08030156791210175
73;0.06551458686590195;0.9637124538421631;0.930780827999115;0.038402993232011795;4.0000003e-05;0.08662980794906616;0.9208483099937439;0.8544701337814331;0.08109910041093826
74;0.07391137629747391;0.966998279094696;0.9369134306907654;0.03497759625315666;4.0000003e-05;0.07501639425754547;0.9207565784454346;0.85433429479599;0.08105086535215378
75;0.07553344964981079;0.9689372181892395;0.9404526948928833;0.03312590345740318;1e-05;0.06760874390602112;0.9213864803314209;0.8554011583328247;0.08043164759874344
76;0.0732516273856163;0.9693945050239563;0.9413450360298157;0.032661840319633484;1e-05;0.07529596984386444;0.9213982224464417;0.8554088473320007;0.08014091104269028
77;0.07540649175643921;0.9696374535560608;0.9417442679405212;0.03241048753261566;1e-05;0.09146856516599655;0.921069860458374;0.8548725247383118;0.08055774867534637
78;0.07295603305101395;0.9698174595832825;0.9420778155326843;0.0322393961250782;1e-05;0.06486855447292328;0.9216033220291138;0.8557726144790649;0.08001412451267242
79;0.075998455286026;0.9693563580513;0.9412720799446106;0.032718829810619354;1e-05;0.06542772054672241;0.9220491051673889;0.856512188911438;0.07966534048318863
80;0.07570990175008774;0.9716249108314514;0.9454679489135742;0.030414476990699768;1e-05;0.07388010621070862;0.9217154383659363;0.855959415435791;0.08011981099843979
81;0.07432042807340622;0.9715118408203125;0.9452493190765381;0.030566273257136345;1e-05;0.07841295003890991;0.9218942523002625;0.8562675714492798;0.07981062680482864
82;0.07205366343259811;0.9687476754188538;0.94012051820755;0.03342432156205177;1e-05;0.08378281444311142;0.9218398332595825;0.8561680316925049;0.08001694828271866
83;0.07466335594654083;0.971019446849823;0.9444244503974915;0.03106405772268772;1e-05;0.07056574523448944;0.9219422340393066;0.8563326597213745;0.07991038262844086
84;0.07450397312641144;0.9699071049690247;0.9422140717506409;0.03215913102030754;1e-05;0.08718404173851013;0.9221665859222412;0.8567205667495728;0.07952268421649933
85;0.07326488196849823;0.9707711338996887;0.943832516670227;0.031283456832170486;1e-05;0.06596104055643082;0.921954333782196;0.856372594833374;0.07980789989233017
86;0.07516416162252426;0.9721238613128662;0.9464017152786255;0.030013127252459526;1e-05;0.07058592885732651;0.9222705364227295;0.8569011688232422;0.07945322245359421
87;0.07158137857913971;0.9709741473197937;0.9442408680915833;0.03113594464957714;1e-05;0.06943241506814957;0.9224947094917297;0.8573018312454224;0.07953128963708878
88;0.07280237227678299;0.9708980917930603;0.9440606236457825;0.031369540840387344;1e-05;0.06704957783222198;0.9218082427978516;0.8561378121376038;0.07995765656232834
89;0.07550425082445145;0.9709607362747192;0.9442581534385681;0.031194381415843964;1e-05;0.07417986541986465;0.9219940304756165;0.8564581274986267;0.07975618541240692
90;0.07585090398788452;0.9714427590370178;0.9451636075973511;0.030765408650040627;1e-05;0.07719618082046509;0.9222168922424316;0.8568200469017029;0.07963677495718002
91;0.07703805714845657;0.9714689254760742;0.9451796412467957;0.030697312206029892;1e-05;0.07123221457004547;0.9219511151313782;0.8563653230667114;0.07975307106971741
92;0.07810411602258682;0.971424400806427;0.945177435874939;0.030757827684283257;1e-05;0.08992644399404526;0.9215328097343445;0.8556424379348755;0.08007673919200897
93;0.07771550863981247;0.9729362726211548;0.9478773474693298;0.02925083227455616;1e-05;0.07895881682634354;0.9218153357505798;0.8561389446258545;0.07993007451295853
94;0.07803310453891754;0.9719686508178711;0.9461744427680969;0.0301757100969553;1e-05;0.07553716003894806;0.9221115112304688;0.8566209077835083;0.07972726225852966
95;0.08002609014511108;0.9722631573677063;0.9466564655303955;0.029928360134363174;1e-05;0.08619074523448944;0.9221460223197937;0.8566719889640808;0.07975014299154282
96;0.08258090913295746;0.9728590250015259;0.9478908181190491;0.02934248559176922;1e-05;0.08922724425792694;0.9218388199806213;0.8561593890190125;0.07994816452264786
97;0.08051843196153641;0.9710277915000916;0.9443365335464478;0.03120099939405918;1e-05;0.0890798270702362;0.9214317798614502;0.855474591255188;0.08009345084428787
98;0.08202865719795227;0.9702172875404358;0.9429517984390259;0.032080285251140594;1e-05;0.0895223319530487;0.9215607643127441;0.8557005524635315;0.08022613823413849
99;0.08172622323036194;0.9710891842842102;0.9444398880004883;0.03117704950273037;1e-05;0.08573643118143082;0.9213716983795166;0.8553835153579712;0.08024422079324722
100;0.08220256865024567;0.9713155031204224;0.9449257254600525;0.030943546444177628;1e-05;0.07530458271503448;0.9218303561210632;0.856160581111908;0.07988981157541275
101;0.08094636350870132;0.9710137844085693;0.9443604946136475;0.031254079192876816;1e-05;0.09031480550765991;0.9221151471138;0.8566586375236511;0.0797402635216713
102;0.08317140489816666;0.970912516117096;0.9442475438117981;0.03132138028740883;1e-05;0.08111744374036789;0.9221097230911255;0.8566552400588989;0.07983110845088959
103;0.07939304411411285;0.9738789200782776;0.9496786594390869;0.02829439751803875;1e-05;0.0782167986035347;0.921616792678833;0.8558032512664795;0.08012475818395615
104;0.07977872341871262;0.9715794324874878;0.9454449415206909;0.030666125938296318;1e-05;0.07794952392578125;0.9218991994857788;0.8562774658203125;0.07990673929452896
105;0.08118379861116409;0.9735446572303772;0.9491575360298157;0.028602909296751022;1e-05;0.08808628469705582;0.9221934676170349;0.856786847114563;0.07956410944461823
106;0.07854750007390976;0.9725460410118103;0.9471622109413147;0.02964632399380207;1e-05;0.09178629517555237;0.9221641421318054;0.8567337393760681;0.07956065982580185
107;0.07926476001739502;0.9733767509460449;0.948809027671814;0.028769535943865776;1e-05;0.08373186737298965;0.9224165081977844;0.8571561574935913;0.07947806268930435
108;0.08035928755998611;0.9729934334754944;0.9480900764465332;0.029257768765091896;1e-05;0.09004802256822586;0.9220821261405945;0.8566114902496338;0.07963360846042633
109;0.07895704358816147;0.9719000458717346;0.9460246562957764;0.030325965955853462;1e-05;0.07735688984394073;0.9221937656402588;0.8567741513252258;0.0794927254319191
110;0.07976316660642624;0.9737341403961182;0.9494171142578125;0.028464918956160545;1e-05;0.08060234040021896;0.9227613806724548;0.8577626943588257;0.07915648072957993
111;0.07814744859933853;0.972224235534668;0.9465769529342651;0.030080508440732956;1e-05;0.07782745361328125;0.9221367835998535;0.8566719889640808;0.07965078949928284
112;0.08118326216936111;0.9737945795059204;0.9496458768844604;0.0284644216299057;1e-05;0.08387953042984009;0.9219072461128235;0.8562933206558228;0.07992668449878693
113;0.08131628483533859;0.973249077796936;0.9485222101211548;0.029007205739617348;1e-05;0.08368559926748276;0.9225032329559326;0.8573118448257446;0.07949209958314896
114;0.07966373860836029;0.9728307723999023;0.9477536082267761;0.029464606195688248;1e-05;0.08117946237325668;0.9217960834503174;0.8561125993728638;0.07985782623291016
115;0.07958172261714935;0.973046600818634;0.9481508135795593;0.029179301112890244;1e-05;0.0845036655664444;0.9221728444099426;0.8567454814910889;0.07957165688276291
116;0.0812487006187439;0.9728817939758301;0.9478074908256531;0.02934068813920021;1e-05;0.08893560618162155;0.9224115610122681;0.8571694493293762;0.07942461222410202
117;0.08490078151226044;0.9742686748504639;0.9504746794700623;0.02792348526418209;1e-05;0.09529704600572586;0.9220322370529175;0.8564957976341248;0.0797872468829155
118;0.0836026594042778;0.9734318256378174;0.9489237666130066;0.028805164620280266;1e-05;0.09500860422849655;0.9218915700912476;0.8562776446342468;0.0798678919672966
119;0.08554121106863022;0.9723211526870728;0.9468536376953125;0.029964910820126534;1e-05;0.08370652049779892;0.9220786094665527;0.8566005825996399;0.07968802005052567
120;0.08399587124586105;0.9727039933204651;0.947564959526062;0.029536934569478035;1e-05;0.09309165924787521;0.9217302203178406;0.855981171131134;0.07996377348899841
121;0.08606387674808502;0.974215567111969;0.9503450393676758;0.028002509847283363;1e-05;0.09467045217752457;0.9219310879707336;0.8563480377197266;0.07985419780015945
122;0.08452430367469788;0.9750689268112183;0.9519408941268921;0.02715582773089409;1e-05;0.0854942575097084;0.9221640229225159;0.8567198514938354;0.07956916838884354
123;0.08257190883159637;0.9737876653671265;0.9495283961296082;0.028411883860826492;1e-05;0.09074180573225021;0.9214881062507629;0.855575680732727;0.08032169938087463
124;0.08139688521623611;0.9740057587623596;0.9499840140342712;0.02824600599706173;1e-05;0.08169063180685043;0.9219608306884766;0.8563632965087891;0.07973983883857727
125;0.07904943078756332;0.9731010794639587;0.9482096433639526;0.029285764321684837;1e-05;0.08443745970726013;0.92167067527771;0.8558992147445679;0.07996679842472076
126;0.08342635631561279;0.9732096791267395;0.9484803676605225;0.029127875342965126;1e-05;0.09056829661130905;0.921653151512146;0.8558952808380127;0.0801454409956932
127;0.08256183564662933;0.9747779965400696;0.9514201283454895;0.02743268571794033;1e-05;0.09202846139669418;0.9219937920570374;0.8564400672912598;0.07973182946443558
128;0.08202293515205383;0.9760124087333679;0.9537109732627869;0.026204800233244896;1e-05;0.08808504790067673;0.9219797253608704;0.8564419150352478;0.0797293484210968
129;0.08098001033067703;0.9730457663536072;0.948138415813446;0.029240764677524567;1e-05;0.08468233793973923;0.9216535091400146;0.8558800220489502;0.08000969141721725
130;0.08166767656803131;0.9751942753791809;0.9522182941436768;0.027152542024850845;1e-05;0.0866701677441597;0.9215987324714661;0.8557984828948975;0.08008544147014618
131;0.08263181895017624;0.9754740595817566;0.9527199864387512;0.02685770019888878;1e-05;0.08108889311552048;0.9218194484710693;0.8561568260192871;0.07990465313196182
132;0.08197388052940369;0.9736212491989136;0.9491963386535645;0.028741082176566124;1e-05;0.08530820161104202;0.9217347502708435;0.8560141324996948;0.07997506111860275
133;0.08045196533203125;0.9747890830039978;0.9514065384864807;0.02757723443210125;1e-05;0.07777232676744461;0.921938955783844;0.8563584685325623;0.0796862319111824
134;0.08054302632808685;0.9744740128517151;0.9508967399597168;0.027818607166409492;1e-05;0.08521049469709396;0.9218338131904602;0.8561663031578064;0.07975731790065765
135;0.08239179104566574;0.9750215411186218;0.9519063234329224;0.02723320946097374;1e-05;0.08751457184553146;0.9215789437294006;0.8557475805282593;0.08002788573503494
136;0.07975617796182632;0.9746282696723938;0.951126754283905;0.02768130414187908;1e-05;0.09099110960960388;0.9213196635246277;0.855289101600647;0.08035656064748764
137;0.07841012626886368;0.974582850933075;0.9510066509246826;0.027631670236587524;1e-05;0.08538498729467392;0.9219273924827576;0.856328547000885;0.07986258715391159
138;0.0809687077999115;0.9745485186576843;0.9509674310684204;0.027667280286550522;1e-05;0.09002931416034698;0.9220697283744812;0.8565560579299927;0.0798182487487793
139;0.08372844755649567;0.9749717712402344;0.9517584443092346;0.02731187269091606;1e-05;0.08534954488277435;0.9219337701797485;0.856325089931488;0.07978742569684982
140;0.08212094753980637;0.973244309425354;0.9485531449317932;0.029086042195558548;1e-05;0.08559221029281616;0.9219276905059814;0.8563233017921448;0.07981181144714355
141;0.08540339022874832;0.9751779437065125;0.9522201418876648;0.027139296755194664;1e-05;0.09141810983419418;0.9219450950622559;0.8563435077667236;0.07970496267080307
142;0.08479470759630203;0.9767388701438904;0.9551042318344116;0.025435546413064003;1e-05;0.0945892333984375;0.9221981763839722;0.8567578792572021;0.07941658794879913
143;0.08318201452493668;0.9759870767593384;0.9537016749382019;0.0262728501111269;1e-05;0.08735262602567673;0.922253429889679;0.8568879961967468;0.07942736893892288
144;0.08255816996097565;0.9783957004547119;0.9582391381263733;0.023656973615288734;1e-05;0.09084246307611465;0.9220079183578491;0.8564812541007996;0.07972560077905655
145;0.08050576597452164;0.9755261540412903;0.9527998566627502;0.026724981144070625;1e-05;0.08727166056632996;0.9211715459823608;0.855039119720459;0.08061632513999939
146;0.08001513034105301;0.975734293460846;0.9532307386398315;0.026510115712881088;1e-05;0.08795387297868729;0.9215339422225952;0.855664074420929;0.08006875216960907
147;0.07925239205360413;0.9761369228363037;0.9540085196495056;0.026061253622174263;1e-05;0.0849907174706459;0.9212114810943604;0.8551059365272522;0.08038827776908875
148;0.07757123559713364;0.975618302822113;0.9529845118522644;0.026655670255422592;1e-05;0.08506627380847931;0.9216970205307007;0.8559354543685913;0.07991588860750198
149;0.07841844111680984;0.9761765599250793;0.9540034532546997;0.026101132854819298;1e-05;0.08157742768526077;0.9214266538619995;0.8554673790931702;0.08019709587097168
150;0.07873466610908508;0.9759989976882935;0.9537234306335449;0.02626960352063179;1e-05;0.08832648396492004;0.921582818031311;0.855740487575531;0.08007868379354477
151;0.07887756824493408;0.9778369069099426;0.957226574420929;0.024317258968949318;1e-05;0.07665769755840302;0.9221428036689758;0.8566855192184448;0.07946725189685822
152;0.07860570400953293;0.9766778945922852;0.9550352692604065;0.02546478435397148;1e-05;0.08440005034208298;0.9219935536384583;0.8564341068267822;0.07968420535326004
153;0.0780196562409401;0.9768480062484741;0.9552932381629944;0.025371277704834938;1e-05;0.0832219272851944;0.921541154384613;0.8556592464447021;0.08006363362073898
154;0.08006247133016586;0.9766496419906616;0.954997718334198;0.02560211718082428;1e-05;0.08155035227537155;0.9218946099281311;0.8562710285186768;0.0797748863697052
155;0.07722898572683334;0.9773666262626648;0.9562411904335022;0.024835437536239624;1e-05;0.08467323333024979;0.921535849571228;0.8556668758392334;0.08005838841199875
156;0.07881814986467361;0.9764111042022705;0.9544287323951721;0.025840826332569122;1e-05;0.08485978841781616;0.9215663075447083;0.8557248115539551;0.07993707805871964
157;0.0810280367732048;0.9782415628433228;0.9578978419303894;0.023862814530730247;1e-05;0.08934488892555237;0.9211703538894653;0.8550388813018799;0.08039135485887527
158;0.07682086527347565;0.9771407842636108;0.9558930993080139;0.025061311200261116;1e-05;0.08427724242210388;0.921501874923706;0.8556283116340637;0.0800795778632164
159;0.0759539008140564;0.9779585599899292;0.9574545621871948;0.024195292964577675;1e-05;0.07630452513694763;0.9219145774841309;0.8563173413276672;0.07977703958749771
160;0.0759725347161293;0.9779711961746216;0.9574428200721741;0.0241387989372015;1e-05;0.08352513611316681;0.9214722514152527;0.8555827140808105;0.08000355958938599
161;0.07490803301334381;0.9771438241004944;0.9558607339859009;0.025072652846574783;1e-05;0.07201410084962845;0.921887218952179;0.8562702536582947;0.07978653907775879
162;0.07463078945875168;0.9762833714485168;0.9542051553726196;0.02594502456486225;1e-05;0.08392506092786789;0.9217129349708557;0.8559831976890564;0.07993435114622116
163;0.07462305575609207;0.9776999354362488;0.9568838477134705;0.02445283532142639;1e-05;0.07294390350580215;0.9217814207077026;0.8560921549797058;0.07997754961252213
164;0.07418011128902435;0.9751042127609253;0.952059805393219;0.027158580720424652;1e-05;0.07658509165048599;0.9219228029251099;0.8563227653503418;0.079686239361763
165;0.07355132699012756;0.9779751300811768;0.9574205279350281;0.024270618334412575;1e-05;0.07980002462863922;0.9218288064002991;0.8561530709266663;0.07973197847604752
166;0.07556049525737762;0.9776541590690613;0.9568402171134949;0.0244949609041214;1e-05;0.08189859986305237;0.9217410683631897;0.8560423851013184;0.07996764779090881
167;0.07818828523159027;0.9779112339019775;0.957310140132904;0.024240661412477493;1e-05;0.08150482177734375;0.9219362139701843;0.8563533425331116;0.07975252717733383
168;0.0768798440694809;0.9760413765907288;0.9538193941116333;0.026131566613912582;1e-05;0.08643537759780884;0.9214415550231934;0.8554961681365967;0.08014626055955887
169;0.07390985637903214;0.9776262044906616;0.9568067789077759;0.024566173553466797;1e-05;0.07619451731443405;0.9219552874565125;0.8563817143440247;0.07956402748823166
170;0.0734303817152977;0.9783061146736145;0.958031952381134;0.02386564388871193;1e-05;0.08227170258760452;0.921829104423523;0.8561646938323975;0.07981646806001663
171;0.07347429543733597;0.9757353067398071;0.9532192945480347;0.02656439319252968;1e-05;0.08211541920900345;0.9221926331520081;0.8567810654640198;0.07942559570074081
172;0.07571069151163101;0.9776667356491089;0.9568446278572083;0.024474171921610832;1e-05;0.0853886753320694;0.9218288064002991;0.8561537265777588;0.07979831844568253
