epoch;categorical_accuracy;f1-score;iou_score;loss;lr;val_categorical_accuracy;val_f1-score;val_iou_score;val_loss
173;0.07796037942171097;0.9781893491744995;0.9578331112861633;0.02398655191063881;1e-05;0.0782926008105278;0.9213804006576538;0.8554107546806335;0.0802430510520935
174;0.0755600556731224;0.97713303565979;0.9558272957801819;0.025156471878290176;1e-05;0.08052973449230194;0.9221160411834717;0.8566775321960449;0.0794094130396843
175;0.07503402233123779;0.97768634557724;0.9568577408790588;0.024580098688602448;1e-05;0.07878506928682327;0.9218058586120605;0.8561351299285889;0.07989796996116638
176;0.07732865959405899;0.9785248041152954;0.9584763646125793;0.02367679961025715;1e-05;0.07149210572242737;0.9221066236495972;0.8566381335258484;0.07964795082807541
177;0.07778138667345047;0.9785504341125488;0.958541750907898;0.023638976737856865;1e-05;0.0882103219628334;0.9218611717224121;0.8562313914299011;0.07966317981481552
178;0.07899025082588196;0.980159342288971;0.9615960717201233;0.021932989358901978;1e-05;0.07905750721693039;0.9217702746391296;0.8560820817947388;0.0797346755862236
179;0.07768714427947998;0.9770218133926392;0.955647885799408;0.025182737037539482;1e-05;0.08640166372060776;0.9210193753242493;0.8547543287277222;0.0806097686290741
180;0.078232541680336;0.9781550765037537;0.957821786403656;0.024048633873462677;1e-05;0.0808420479297638;0.9213120341300964;0.855258047580719;0.08032461255788803
181;0.07623902708292007;0.98030024766922;0.9618553519248962;0.021763723343610764;1e-05;0.08767060190439224;0.9216277599334717;0.8558611869812012;0.07998095452785492
182;0.07796356081962585;0.9789307713508606;0.9593005180358887;0.023196883499622345;1e-05;0.07770070433616638;0.9213827252388;0.8554182648658752;0.08020694553852081
183;0.07780451327562332;0.9788615107536316;0.9590997099876404;0.023237232118844986;1e-05;0.08599434792995453;0.9217942357063293;0.8561228513717651;0.07969027757644653
184;0.08059746026992798;0.978845477104187;0.9591231942176819;0.023334229364991188;1e-05;0.0805501639842987;0.9216289520263672;0.8558414578437805;0.07979703694581985
185;0.07896178960800171;0.9774728417396545;0.9565190076828003;0.02472914569079876;1e-05;0.08448053151369095;0.9217262268066406;0.856020450592041;0.07957233488559723
186;0.07846147567033768;0.9787852764129639;0.9590597748756409;0.023381559178233147;1e-05;0.08214642852544785;0.9215061068534851;0.8556404113769531;0.08010809123516083
187;0.08058171719312668;0.979154646396637;0.9597172141075134;0.022938963025808334;1e-05;0.0784291923046112;0.920799970626831;0.8544105291366577;0.0809154212474823
188;0.077357217669487;0.9797610640525818;0.960800290107727;0.02236192487180233;1e-05;0.08429323881864548;0.9216631054878235;0.8558862209320068;0.07990025728940964
189;0.07792145013809204;0.9787032008171082;0.958816647529602;0.023435568436980247;1e-05;0.08263914287090302;0.9217740893363953;0.8560742139816284;0.07998435944318771
190;0.07993238419294357;0.9798840284347534;0.9610649347305298;0.02220442332327366;1e-05;0.08218827098608017;0.9218102097511292;0.8561692237854004;0.07970518618822098
191;0.07759744673967361;0.9791092276573181;0.9595906138420105;0.022988170385360718;1e-05;0.07859162241220474;0.9216978549957275;0.8559504747390747;0.0800613984465599
192;0.07652277499437332;0.979884922504425;0.9610615372657776;0.022237339988350868;1e-05;0.07789267599582672;0.9219852685928345;0.8564024567604065;0.07963280379772186
193;0.07438620179891586;0.9791293144226074;0.9596999883651733;0.023005062714219093;1e-05;0.07935628294944763;0.9211035370826721;0.8548881411552429;0.08057107031345367
194;0.07532922178506851;0.9804928302764893;0.9621829390525818;0.021623829379677773;1e-05;0.08371488749980927;0.9210246801376343;0.8547990322113037;0.08059962093830109
195;0.0743703618645668;0.9790582656860352;0.9595027565956116;0.023118631914258003;1e-05;0.08181270211935043;0.9220121502876282;0.8564451336860657;0.07965043932199478
196;0.07916954159736633;0.9799534678459167;0.9612545371055603;0.022108541801571846;1e-05;0.08612700551748276;0.9212466478347778;0.8551777005195618;0.08034982532262802
197;0.07553169131278992;0.9793221950531006;0.9599828720092773;0.022773748263716698;1e-05;0.0843813493847847;0.9214413166046143;0.8555111885070801;0.08032771199941635
198;0.07787743955850601;0.9801589846611023;0.9616073966026306;0.021929077804088593;1e-05;0.07576407492160797;0.9205175638198853;0.8539770841598511;0.08119037747383118
199;0.07705380022525787;0.9805850386619568;0.9623661637306213;0.021531440317630768;1e-05;0.07755156606435776;0.9207988381385803;0.8544312715530396;0.08100858330726624
